"Região","Área","Ocupação","Opinião","Renda","Idade"
"Dalmácia","Educação","Assalariado/Autônomo","Indiferente",1.53,23
"Dalmácia","Infraestrutura","Assalariado/Autônomo","Satisfatório",1.36,29
"Dalmácia","Educação","Assalariado/Autônomo","Indiferente",2.32,25
"Dalmácia","Segurança pública","Assalariado/Autônomo","Indiferente",1.49,26
"Dalmácia","Educação","Assalariado/Autônomo","Indiferente",1.49,31
"Nortúmbria","Infraestrutura","Desempregado","Excelente",1.12,18
"Dalmácia","Educação","Assalariado/Autônomo","Satisfatório",1.19,37
"Dalmácia","Educação","Funcionário público","Excelente",1.65,23
"Dalmácia","Educação","Assalariado/Autônomo","Indiferente",2.5,34
"Dalmácia","Saúde pública","Assalariado/Autônomo","Indiferente",2.29,27
"Dalmácia","Educação","Assalariado/Autônomo","Indiferente",1.82,23
"Catamarca","Segurança pública","Assalariado/Autônomo","Insatisfatório",2.19,36
"Dalmácia","Educação","Assalariado/Autônomo","Indiferente",1.7,29
"Dalmácia","Educação","Assalariado/Autônomo","Insatisfatório",2.62,32
"Aquitânia","Segurança pública","Assalariado/Autônomo","Péssimo",6.38,51
"Catamarca","Segurança pública","Assalariado/Autônomo","Péssimo",4.92,30
"Catamarca","Saúde pública","Assalariado/Autônomo","Péssimo",5.23,36
"Dalmácia","Educação","Assalariado/Autônomo","Indiferente",1.96,22
"Querétaro","Educação","Assalariado/Autônomo","Indiferente",2.14,27
"Nortúmbria","Infraestrutura","Funcionário público","Excelente",1.33,20
"Catamarca","Educação","Assalariado/Autônomo","Insatisfatório",2.43,39
"Catamarca","Saúde pública","Assalariado/Autônomo","Insatisfatório",2.71,42
"Nortúmbria","Infraestrutura","Desempregado","Excelente",7.28,18
"Aquitânia","Saúde pública","Profissional liberal","Péssimo",4.96,38
"Aquitânia","Segurança pública","Assalariado/Autônomo","Péssimo",5.46,43
"Nortúmbria","Educação","Assalariado/Autônomo","Excelente",1.09,27
"Catamarca","Saúde pública","Assalariado/Autônomo","Péssimo",3.7,36
"Nortúmbria","Infraestrutura","Desempregado","Excelente",1.44,18
"Aquitânia","Saúde pública","Empresário","Péssimo",10.58,51
"Aquitânia","Saúde pública","Assalariado/Autônomo","Péssimo",4.66,42
"Aquitânia","Saúde pública","Profissional liberal","Péssimo",7.21,56
"Dalmácia","Educação","Assalariado/Autônomo","Insatisfatório",1.82,34
"Querétaro","Infraestrutura","Funcionário público","Indiferente",2.23,29
"Dalmácia","Infraestrutura","Assalariado/Autônomo","Indiferente",1.74,31
"Catamarca","Saúde pública","Assalariado/Autônomo","Péssimo",3.3,43
"Dalmácia","Educação","Assalariado/Autônomo","Indiferente",1.69,29
"Querétaro","Educação","Assalariado/Autônomo","Indiferente",2.04,36
"Querétaro","Saúde pública","Empresário","Insatisfatório",1.55,48
"Dalmácia","Educação","Assalariado/Autônomo","Indiferente",1.59,32
"Querétaro","Educação","Funcionário público","Insatisfatório",3.89,31
"Catamarca","Educação","Assalariado/Autônomo","Insatisfatório",2.62,35
"Dalmácia","Infraestrutura","Assalariado/Autônomo","Indiferente",3.07,19
"Dalmácia","Educação","Assalariado/Autônomo","Insatisfatório",3.94,22
"Catamarca","Segurança pública","Funcionário público","Insatisfatório",2.78,36
"Dalmácia","Educação","Assalariado/Autônomo","Indiferente",2.11,33
"Dalmácia","Educação","Assalariado/Autônomo","Indiferente",2.15,30
"Dalmácia","Infraestrutura","Assalariado/Autônomo","Indiferente",2.3,39
"Dalmácia","Infraestrutura","Profissional liberal","Indiferente",1.75,30
"Dalmácia","Educação","Assalariado/Autônomo","Indiferente",2.07,33
"Dalmácia","Educação","Aposentado","Indiferente",1.73,33
"Catamarca","Segurança pública","Assalariado/Autônomo","Péssimo",2.95,45
"Aquitânia","Segurança pública","Empresário","Péssimo",5.93,40
"Nortúmbria","Educação","Funcionário público","Satisfatório",1.18,26
"Querétaro","Educação","Aposentado","Insatisfatório",5.15,31
"Dalmácia","Infraestrutura","Assalariado/Autônomo","Indiferente",1.67,33
"Querétaro","Educação","Assalariado/Autônomo","Insatisfatório",2.33,40
"Catamarca","Educação","Empresário","Péssimo",3.57,40
"Dalmácia","Infraestrutura","Aposentado","Indiferente",2.07,24
"Nortúmbria","Educação","Desempregado","Excelente",1.23,18
"Dalmácia","Educação","Aposentado","Indiferente",1.7,24
"Catamarca","Segurança pública","Assalariado/Autônomo","Péssimo",3.82,41
"Dalmácia","Educação","Aposentado","Indiferente",2.56,23
"Dalmácia","Segurança pública","Funcionário público","Indiferente",2.13,33
"Aquitânia","Educação","Assalariado/Autônomo","Péssimo",6.34,40
"Querétaro","Segurança pública","Profissional liberal","Péssimo",4.53,36
"Catamarca","Educação","Assalariado/Autônomo","Péssimo",4.57,35
"Catamarca","Educação","Desempregado","Indiferente",2.44,33
"Dalmácia","Educação","Assalariado/Autônomo","Indiferente",1.79,28
"Querétaro","Saúde pública","Funcionário público","Indiferente",2.36,36
"Dalmácia","Educação","Funcionário público","Indiferente",1.56,29
"Catamarca","Educação","Empresário","Insatisfatório",2.55,41
"Dalmácia","Segurança pública","Assalariado/Autônomo","Insatisfatório",2.63,38
"Catamarca","Educação","Profissional liberal","Péssimo",3.3,43
"Aquitânia","Saúde pública","Profissional liberal","Péssimo",7.05,37
"Querétaro","Educação","Empresário","Insatisfatório",1.71,39
"Dalmácia","Educação","Assalariado/Autônomo","Indiferente",1.41,34
"Dalmácia","Educação","Funcionário público","Indiferente",1.85,32
"Aquitânia","Educação","Assalariado/Autônomo","Péssimo",4.91,56
"Dalmácia","Segurança pública","Assalariado/Autônomo","Indiferente",2.17,32
"Aquitânia","Segurança pública","Assalariado/Autônomo","Péssimo",5.35,52
"Catamarca","Educação","Funcionário público","Insatisfatório",4.08,34
"Dalmácia","Educação","Assalariado/Autônomo","Indiferente",2.31,35
"Catamarca","Saúde pública","Empresário","Péssimo",3.44,45
"Catamarca","Saúde pública","Assalariado/Autônomo","Péssimo",5.94,42
"Aquitânia","Saúde pública","Empresário","Péssimo",6.25,45
"Catamarca","Segurança pública","Assalariado/Autônomo","Insatisfatório",4.06,30
"Dalmácia","Educação","Assalariado/Autônomo","Indiferente",1.9,28
"Querétaro","Educação","Funcionário público","Insatisfatório",2.9,35
"Catamarca","Educação","Empresário","Péssimo",4.16,40
"Nortúmbria","Infraestrutura","Assalariado/Autônomo","Satisfatório",1.57,18
"Aquitânia","Segurança pública","Profissional liberal","Péssimo",3.67,39
"Catamarca","Educação","Assalariado/Autônomo","Insatisfatório",2.61,40
"Catamarca","Educação","Assalariado/Autônomo","Indiferente",4.32,35
"Dalmácia","Educação","Assalariado/Autônomo","Indiferente",2.21,29
"Dalmácia","Educação","Assalariado/Autônomo","Indiferente",1.56,29
"Aquitânia","Saúde pública","Profissional liberal","Péssimo",5.73,53
"Dalmácia","Educação","Desempregado","Satisfatório",1.39,19
"Nortúmbria","Infraestrutura","Funcionário público","Excelente",1.5,18
"Aquitânia","Segurança pública","Funcionário público","Péssimo",5.76,39
"Querétaro","Infraestrutura","Funcionário público","Insatisfatório",4.06,28
"Dalmácia","Segurança pública","Aposentado","Satisfatório",1.53,25
"Aquitânia","Saúde pública","Assalariado/Autônomo","Péssimo",5.22,44
"Aquitânia","Saúde pública","Empresário","Péssimo",4.56,50
"Aquitânia","Saúde pública","Profissional liberal","Péssimo",4.99,36
"Dalmácia","Educação","Assalariado/Autônomo","Indiferente",3.15,23
"Aquitânia","Saúde pública","Empresário","Péssimo",7.02,55
"Catamarca","Segurança pública","Assalariado/Autônomo","Péssimo",2.64,46
"Querétaro","Educação","Funcionário público","Insatisfatório",1.87,47
"Catamarca","Educação","Assalariado/Autônomo","Insatisfatório",2.3,42
"Dalmácia","Educação","Assalariado/Autônomo","Indiferente",1.92,27
"Querétaro","Educação","Aposentado","Indiferente",2.74,36
"Dalmácia","Educação","Assalariado/Autônomo","Indiferente",2.71,34
"Catamarca","Segurança pública","Assalariado/Autônomo","Péssimo",3.49,44
"Dalmácia","Educação","Funcionário público","Satisfatório",1.39,21
"Nortúmbria","Infraestrutura","Desempregado","Excelente",1.05,18
"Aquitânia","Saúde pública","Empresário","Péssimo",8.05,51
"Catamarca","Educação","Assalariado/Autônomo","Péssimo",6.22,34
"Catamarca","Educação","Empresário","Indiferente",2.87,37
"Aquitânia","Saúde pública","Empresário","Péssimo",4.54,46
"Catamarca","Segurança pública","Empresário","Insatisfatório",1.82,41
"Catamarca","Educação","Assalariado/Autônomo","Indiferente",2.11,36
"Nortúmbria","Infraestrutura","Desempregado","Excelente",1.14,18
"Catamarca","Educação","Assalariado/Autônomo","Péssimo",4.84,36
"Catamarca","Educação","Assalariado/Autônomo","Péssimo",2.8,45
"Catamarca","Segurança pública","Assalariado/Autônomo","Péssimo",2.3,46
"Dalmácia","Educação","Assalariado/Autônomo","Indiferente",2.96,30
"Catamarca","Educação","Assalariado/Autônomo","Indiferente",4.22,25
"Catamarca","Educação","Aposentado","Péssimo",3.38,54
"Nortúmbria","Educação","Assalariado/Autônomo","Excelente",1.09,27
"Aquitânia","Segurança pública","Assalariado/Autônomo","Péssimo",8.74,44
"Dalmácia","Educação","Desempregado","Indiferente",1.52,35
"Nortúmbria","Infraestrutura","Aposentado","Excelente",1.09,18
"Dalmácia","Educação","Assalariado/Autônomo","Indiferente",1.84,36
"Aquitânia","Saúde pública","Profissional liberal","Péssimo",4.05,47
"Querétaro","Educação","Funcionário público","Indiferente",2.12,36
"Dalmácia","Saúde pública","Assalariado/Autônomo","Péssimo",2.49,40
"Querétaro","Educação","Assalariado/Autônomo","Indiferente",3.74,24
"Dalmácia","Educação","Funcionário público","Indiferente",2.1,32
"Aquitânia","Saúde pública","Assalariado/Autônomo","Péssimo",3.1,47
"Nortúmbria","Infraestrutura","Desempregado","Satisfatório",1.33,21
"Aquitânia","Segurança pública","Profissional liberal","Péssimo",9.32,58
"Dalmácia","Infraestrutura","Desempregado","Excelente",1.55,18
"Dalmácia","Educação","Aposentado","Indiferente",1.62,20
"Dalmácia","Educação","Assalariado/Autônomo","Indiferente",1.42,31
"Dalmácia","Educação","Aposentado","Indiferente",2.07,18
"Dalmácia","Segurança pública","Assalariado/Autônomo","Indiferente",1.64,20
"Aquitânia","Saúde pública","Empresário","Péssimo",5.88,53
"Catamarca","Saúde pública","Assalariado/Autônomo","Péssimo",3.64,42
"Dalmácia","Educação","Funcionário público","Satisfatório",1.41,32
"Querétaro","Segurança pública","Aposentado","Insatisfatório",4.12,30
"Nortúmbria","Infraestrutura","Desempregado","Excelente",1.06,18
"Catamarca","Saúde pública","Assalariado/Autônomo","Péssimo",3.87,38
"Nortúmbria","Educação","Funcionário público","Satisfatório",1.27,18
"Catamarca","Educação","Assalariado/Autônomo","Insatisfatório",2.3,42
"Querétaro","Educação","Assalariado/Autônomo","Insatisfatório",2.8,29
"Catamarca","Educação","Assalariado/Autônomo","Insatisfatório",2.41,34
"Dalmácia","Infraestrutura","Aposentado","Satisfatório",1.47,22
"Dalmácia","Educação","Funcionário público","Insatisfatório",2.34,39
"Nortúmbria","Educação","Aposentado","Excelente",1.07,18
"Dalmácia","Educação","Funcionário público","Indiferente",1.73,25
"Catamarca","Educação","Funcionário público","Insatisfatório",3.54,32
"Dalmácia","Educação","Assalariado/Autônomo","Indiferente",2.35,23
"Aquitânia","Saúde pública","Empresário","Péssimo",4.69,51
"Aquitânia","Saúde pública","Empresário","Péssimo",5.68,49
"Aquitânia","Educação","Empresário","Péssimo",3.74,46
"Dalmácia","Educação","Funcionário público","Indiferente",1.84,24
"Nortúmbria","Infraestrutura","Aposentado","Satisfatório",1.75,18
"Querétaro","Educação","Assalariado/Autônomo","Indiferente",2.51,38
"Dalmácia","Educação","Assalariado/Autônomo","Indiferente",1.37,40
"Dalmácia","Segurança pública","Aposentado","Indiferente",2.55,23
"Catamarca","Segurança pública","Assalariado/Autônomo","Péssimo",3.5,39
"Dalmácia","Infraestrutura","Assalariado/Autônomo","Satisfatório",2.17,18
"Dalmácia","Educação","Assalariado/Autônomo","Indiferente",1.94,35
"Aquitânia","Saúde pública","Assalariado/Autônomo","Péssimo",4.09,48
"Dalmácia","Segurança pública","Assalariado/Autônomo","Indiferente",1.6,29
"Dalmácia","Educação","Aposentado","Satisfatório",2.55,18
"Dalmácia","Educação","Assalariado/Autônomo","Indiferente",2.14,34
"Dalmácia","Educação","Assalariado/Autônomo","Indiferente",1.37,34
"Nortúmbria","Educação","Aposentado","Satisfatório",1.3,18
"Nortúmbria","Educação","Aposentado","Excelente",1.34,18
"Catamarca","Educação","Funcionário público","Péssimo",4.29,41
"Aquitânia","Saúde pública","Assalariado/Autônomo","Péssimo",3.49,44
"Catamarca","Educação","Assalariado/Autônomo","Insatisfatório",2.47,34
"Catamarca","Segurança pública","Assalariado/Autônomo","Péssimo",4.89,39
"Dalmácia","Infraestrutura","Aposentado","Indiferente",1.47,29
"Querétaro","Educação","Empresário","Indiferente",2.05,37
"Nortúmbria","Educação","Aposentado","Satisfatório",1.53,18
"Dalmácia","Educação","Assalariado/Autônomo","Indiferente",2.31,31
"Dalmácia","Infraestrutura","Assalariado/Autônomo","Excelente",1.58,26
"Nortúmbria","Infraestrutura","Desempregado","Excelente",1.17,19
"Dalmácia","Infraestrutura","Assalariado/Autônomo","Indiferente",2.08,24
"Catamarca","Saúde pública","Profissional liberal","Insatisfatório",3.31,35
"Catamarca","Educação","Assalariado/Autônomo","Péssimo",3.11,41
"Catamarca","Saúde pública","Empresário","Péssimo",2.72,32
"Aquitânia","Saúde pública","Profissional liberal","Péssimo",3.23,51
"Aquitânia","Saúde pública","Assalariado/Autônomo","Péssimo",7.33,43
"Catamarca","Educação","Profissional liberal","Indiferente",2.01,42
"Aquitânia","Educação","Assalariado/Autônomo","Péssimo",4.46,44
"Aquitânia","Segurança pública","Empresário","Péssimo",8.81,42
"Dalmácia","Educação","Assalariado/Autônomo","Satisfatório",1.45,32
"Nortúmbria","Infraestrutura","Desempregado","Excelente",1.04,18
"Dalmácia","Educação","Assalariado/Autônomo","Indiferente",1.42,38
"Catamarca","Educação","Assalariado/Autônomo","Indiferente",3.6,31
"Querétaro","Educação","Assalariado/Autônomo","Insatisfatório",2.74,36
"Dalmácia","Educação","Assalariado/Autônomo","Indiferente",2.26,20
"Dalmácia","Educação","Funcionário público","Insatisfatório",2.87,35
"Querétaro","Segurança pública","Assalariado/Autônomo","Insatisfatório",3.18,34
"Querétaro","Educação","Aposentado","Insatisfatório",3.87,30
"Nortúmbria","Infraestrutura","Assalariado/Autônomo","Excelente",1.11,18
"Catamarca","Educação","Assalariado/Autônomo","Insatisfatório",4.9,33
"Dalmácia","Educação","Profissional liberal","Indiferente",1.78,18
"Querétaro","Segurança pública","Assalariado/Autônomo","Indiferente",1.79,38
"Dalmácia","Educação","Assalariado/Autônomo","Indiferente",2.59,22
"Aquitânia","Segurança pública","Profissional liberal","Péssimo",6.2,44
"Aquitânia","Saúde pública","Profissional liberal","Péssimo",5.08,49
"Dalmácia","Educação","Assalariado/Autônomo","Indiferente",2.07,29
"Aquitânia","Saúde pública","Empresário","Péssimo",5.24,56
"Dalmácia","Educação","Assalariado/Autônomo","Indiferente",1.61,21
"Querétaro","Educação","Assalariado/Autônomo","Indiferente",1.76,35
"Nortúmbria","Infraestrutura","Desempregado","Satisfatório",1.38,18
"Querétaro","Segurança pública","Assalariado/Autônomo","Insatisfatório",2.81,76
"Catamarca","Segurança pública","Assalariado/Autônomo","Péssimo",3.14,46
"Dalmácia","Educação","Profissional liberal","Péssimo",2.3,29
"Dalmácia","Saúde pública","Assalariado/Autônomo","Indiferente",1.5,32
"Aquitânia","Saúde pública","Empresário","Péssimo",4.46,52
"Aquitânia","Saúde pública","Assalariado/Autônomo","Péssimo",5.3,36
"Querétaro","Educação","Assalariado/Autônomo","Indiferente",1.79,34
"Dalmácia","Educação","Assalariado/Autônomo","Indiferente",2.15,23
"Catamarca","Educação","Assalariado/Autônomo","Insatisfatório",3.96,35
"Nortúmbria","Infraestrutura","Funcionário público","Satisfatório",1.29,28
"Catamarca","Saúde pública","Profissional liberal","Péssimo",5.49,43
"Dalmácia","Educação","Funcionário público","Indiferente",2.09,26
